epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.9113524173479767,47.009707544027684,0.8958034753799439,11.245722780227661
1,0.9506562654800464,5.244953785886495,0.9272355252504348,2.3134078669548033
2,0.9599444595563833,1.4521215712909146,0.8988740879297257,1.0102652752399444
3,0.9667410552501678,0.7401960632718314,0.9347464972734452,0.6217394423484802
4,0.9722111813891738,0.5030999690198439,0.9393483644723892,0.4627807492017746
5,0.977457229498113,0.3725558710511975,0.9454645723104477,0.3562241739034653
6,0.9802260179611647,0.2852961518852657,0.9095709252357483,0.31867961525917055
7,0.9828704605908504,0.21706275392927057,0.9281032699346542,0.2440798468887806
8,0.9843618387961311,0.16770698640890827,0.9111029577255249,0.214883494079113
9,0.9865287324380139,0.12291528963529359,0.9610998362302781,0.1304543223232031
10,0.9875153149154928,0.09157575571617461,0.9341607958078384,0.13097050808370114
11,0.9879531375848212,0.0708592751569495,0.9261834418773651,0.120100829154253
12,0.9897449629089213,0.050036030361826286,0.9317647683620452,0.0998746195435524
13,0.9905031021768257,0.03628696622716269,0.966545226573944,0.05448137674480677
14,0.9907860279389703,0.028017609645935748,0.9716942173242569,0.04321863988414407
15,0.9890940197027764,0.02764000318153878,0.9443328362703324,0.06590784575790166
16,0.9914851359122823,0.017832581998282387,0.9735142040252686,0.03350587837398052
17,0.9917717322275953,0.014841036689602485,0.973958147764206,0.0313939855247736
18,0.9920433016163525,0.013276624885940766,0.9753406178951264,0.02873031061142683
19,0.9900174150123694,0.01890781603736808,0.9285003906488418,0.07581213422119618
20,0.9908393545549399,0.015469477556861481,0.9695224940776825,0.0344437282346189
21,0.9923758112602797,0.012387268202724103,0.9751833236217499,0.027892201067879797
22,0.9921774992605498,0.012506623341555188,0.973781727552414,0.029213700350373982
23,0.9920990799570452,0.012311787606973518,0.9758604919910431,0.027104560090228914
24,0.9931047247537079,0.009594107257244192,0.9778415608406067,0.024790852861478925
25,0.9930557476447603,0.00969523549406696,0.9772980642318726,0.024837203193455934
26,0.9901039074088216,0.01475741840910969,0.953217179775238,0.049659230001270774
27,0.9925493565040873,0.011257534950509534,0.9700875174999237,0.03237446803599596
28,0.9927214535005908,0.00995565964008387,0.976180357336998,0.026031795088201762
29,0.9929655042491925,0.010320170941220603,0.9721682542562484,0.02994745785370469
30,0.9923585882759952,0.01050131996808655,0.9762606251239777,0.025745765026658773
31,0.9929700656335837,0.009531658710283003,0.9711127519607544,0.030903709288686514
32,0.9916523242594344,0.012435061942695001,0.9648890113830566,0.0373108821734786
33,0.992510124303137,0.010400831490647276,0.9740668648481369,0.02792357759550214
34,0.9921986349597381,0.011665931583805952,0.9710428583621978,0.03145982889458537
35,0.992848391854878,0.009981089058987964,0.9750765180587768,0.02701418329961598
36,0.9935598060833458,0.00858342775010808,0.9764046400785447,0.02545759253203869
37,0.9908457210330547,0.012405435860834556,0.9735646605491638,0.028451680820435286
38,0.9912463494819077,0.012914742011325343,0.9751274698972702,0.027314350213855504
39,0.9934628594733755,0.008759309883662775,0.9779773324728012,0.023922426644712686
40,0.9860284954021982,0.017741851969786778,0.9740548729896545,0.02859796365723014
41,0.9914576357618395,0.01165850926130761,0.9738551354408265,0.028310363292694093
42,0.9916305219628804,0.011453306906140886,0.9749360817670822,0.027466050013899804
43,0.9929218528586365,0.009218031448637708,0.9758795708417892,0.02590488358400762
44,0.9917191567911596,0.0113245737954519,0.9752405214309693,0.026829101517796515
45,0.9928133771934362,0.009427569727568976,0.9736888545751572,0.028046235758811235
46,0.9929172278676364,0.009113987644411297,0.9763251000642776,0.025288573056459426
47,0.9927853790126813,0.00899197635034225,0.9770718228816986,0.024560062186792492
48,0.9928120753912203,0.009389600469036492,0.9769499719142913,0.024674223698675633
