epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.8548515918850899,73.35426208496094,0.8650895643234253,34.76028333391462
1,0.8789306518435478,20.460896401405336,0.8616243932928358,11.220937559945243
2,0.8877852308750153,7.274996976852417,0.8614886590412685,4.6026631968361995
3,0.8954277023673057,3.2738484930992127,0.8739911597115653,2.352021772520883
4,0.9031629282236099,1.8112853515148162,0.867673704964774,1.4557436970302038
5,0.9097550281882286,1.1835137140750884,0.8915808742386954,1.0171571251324245
6,0.9161951425671577,0.8722311660647393,0.8598756413800376,0.8297226555006845
7,0.9222133573889733,0.695717202425003,0.8978815708841597,0.6593895842347827
8,0.9284671181440354,0.5817374062538146,0.9144593448298318,0.5558821858678545
9,0.9334727936983108,0.5015499176084995,0.9219433086259025,0.47941562141690935
10,0.938334929049015,0.4365319484472275,0.8992750826903751,0.4479707269157682
11,0.943408203125,0.3831323792040348,0.9071925791672298,0.3956973469257355
12,0.946709158718586,0.34101813793182373,0.7982045710086823,0.4955721137353352
13,0.950380764901638,0.3019705578684807,0.9015928840637207,0.3287167679412024
14,0.9548572498559952,0.26171553783118723,0.9309359502792358,0.27110923945903775
15,0.9580636370182037,0.23059645429253578,0.9431067964008876,0.2326590188911983
16,0.9616525727510452,0.20263895384967326,0.9316587660993848,0.2197497254184314
17,0.9641306167840957,0.17760805875062943,0.9512913690294538,0.18453580098492758
18,0.9662439653277397,0.1582959422469139,0.9118479105404446,0.20104014073099408
19,0.9694861081242562,0.13713656060397625,0.9134709637505668,0.18321554337229048
20,0.9706717419624329,0.12245100487023591,0.9427966126373836,0.14304564390863692
21,0.9727524679899215,0.10656369689852,0.9352156044755663,0.13865168746028628
22,0.9737538591027259,0.09527768313884735,0.9423263079779489,0.12246616210256304
23,0.9753860503435134,0.08412038650363683,0.9142640997682299,0.1393519846030644
24,0.976073796749115,0.07701746448874473,0.9435894402435848,0.10813308847802026
25,0.9782691603899002,0.06612803649157285,0.9474132314750127,0.09307910712701933
26,0.9787722456455231,0.060192354023456573,0.9192754234586443,0.11475452403937067
27,0.9803049296140671,0.05431994739919901,0.9358693657602583,0.09659357415778297
28,0.981537356376648,0.04780720122158527,0.9592105640683856,0.06776529605899538
29,0.981425775885582,0.04462840585038066,0.9082071931021554,0.11697236795510564
30,0.982410084605217,0.04267851440235972,0.9348884420735496,0.08745184672730309
31,0.9834607470035553,0.037360956370830534,0.9354336977005004,0.08383913063577243
32,0.9846175968647003,0.033407857911661266,0.9476402892385211,0.06852975571794169
33,0.9850626018643379,0.031706216651946305,0.9481013812337603,0.06886868350207806
34,0.9862400332093239,0.029036282915621995,0.9302460481439317,0.08395295791327953
35,0.9868084734678269,0.026988915847614408,0.9564258939879281,0.05670374572277069
36,0.9865516585111618,0.026994425635784865,0.9657769015857152,0.04641365768654006
37,0.9870949244499206,0.024936896888539194,0.9519675721440997,0.05969505251518318
38,0.9878838667273522,0.02280353537760675,0.9550725618430547,0.05533590133701052
39,0.9875390219688416,0.023102321783080696,0.9122446581295558,0.09668295745338712
40,0.9884733122587204,0.021167501481249927,0.9740635430812836,0.036371616369911604
41,0.9885527428984642,0.02192732281051576,0.9710241423334394,0.0370850987679192
42,0.987619298696518,0.022854214441031216,0.9737731727531979,0.0361563081028206
43,0.9891342139244079,0.01900542830117047,0.9686474428858076,0.03922743882983923
44,0.9893902269005775,0.018524548201821745,0.9760810198102678,0.03165682595223188
45,0.9896453920006753,0.01825466500129551,0.9597180240494865,0.04737798405545098
46,0.9908096152544021,0.016437911549583076,0.9674961565222059,0.04341845386794635
47,0.9888037371635438,0.01949797279201448,0.9135693110738482,0.0932351193683488
48,0.9900753185153007,0.016623120214790107,0.9152063829558236,0.09067496574350765
49,0.9905918657779693,0.015941221532411873,0.964108316898346,0.04217892844762121
50,0.9903526538610459,0.01589763239957392,0.9544635929380144,0.051075162520366056
51,0.990220276415348,0.016188632771372793,0.9221449138436999,0.0840924154647759
52,0.9894819760322571,0.017204439858905973,0.9589814760003771,0.046668525348816596
53,0.9907594463229179,0.015303126559592784,0.9720149912152971,0.033691412668143
54,0.9912526690959931,0.014373435257002711,0.9803027347155979,0.025633507237902708
55,0.9909156027436257,0.015044529554434121,0.977118090391159,0.028743913511612585
56,0.990916523039341,0.014520362997427583,0.9498788012777056,0.05515460268727371
57,0.991562457382679,0.013523964392952621,0.9781243804522923,0.02716789207022105
58,0.9904008531570434,0.015358527516946196,0.9733044181551253,0.03316821287253073
59,0.9915467515587807,0.014064952651970088,0.9744143465587071,0.030885917693376543
60,0.9907503610849381,0.01467028864659369,0.9335290573324476,0.07103935460959163
61,0.9910042396187783,0.01396945615299046,0.9619161738668169,0.04259441768218364
62,0.9900403022766113,0.015009886934421957,0.976338302067348,0.028288657907396556
63,0.9913989984989167,0.013407749952748418,0.9794010659626552,0.02511017649833645
64,0.9920087242126465,0.012693766858428717,0.9666855926173074,0.03784728883100408
65,0.9911138477921486,0.01405562681145966,0.9807646390369961,0.024184440688363142
66,0.9915560749173165,0.013110897145234049,0.9741980876241412,0.030227219435785498
67,0.9914424249529838,0.01305648245383054,0.9679201298100608,0.036992495211639574
68,0.9917585825920106,0.01278056641574949,0.9777623016493661,0.02639915004638689
69,0.9925510346889496,0.011920698685571551,0.9719130303178515,0.032284988050482105
70,0.9907739046216011,0.0138131531374529,0.9809537914821079,0.0238021199245538
71,0.9912361320853234,0.013267987305298448,0.9641700548785074,0.04113958475313016
72,0.991667837202549,0.012751649492420256,0.9582841455936432,0.04573005165372576
73,0.9926282328367233,0.011508685173466801,0.9756910715784345,0.02844467849071537
74,0.9911257037520409,0.013535722894594072,0.977334487267903,0.02729049162939191
75,0.9922197425365448,0.012074594122823327,0.9757132634094783,0.02840074739818062
76,0.9913986110687256,0.012956238030456006,0.979732312304633,0.024493478374289616
77,0.990899108350277,0.013539794385433197,0.9786220850263323,0.025753383471497467
78,0.9923726618289948,0.011579526949208229,0.9746436691284179,0.029435621247227702
79,0.992412906885147,0.011496881735511125,0.9666863323960986,0.03706601274598922
80,0.991734581887722,0.012176274536177516,0.9794781519685473,0.024440009370446204
81,0.9922574210166931,0.011724662526976317,0.9767400807993752,0.02721092411449977
82,0.9920932853221893,0.01179846556391567,0.9442824069091252,0.05919741339981556
83,0.9917756116390228,0.012064136485569178,0.9803014770575932,0.02346198565459677
84,0.9917382162809372,0.012126434913370758,0.9597054062570844,0.04476690770259925
85,0.9925489389896393,0.011176459433045238,0.9540348541736603,0.04933959116360971
86,0.992340891957283,0.011161320416722447,0.983281627212252,0.020277160148003272
87,0.9920606327056884,0.011408814629539847,0.97968452164105,0.02401706399396062
88,0.9915546444058418,0.01214941542595625,0.9585204173837389,0.04551865384514843
89,0.9920114466547966,0.011730070048943162,0.9754337549209595,0.02806016046287758
90,0.9921570122241974,0.011292124944739045,0.9689423935753959,0.034299821720591615
91,0.9924765837192535,0.010890226464252918,0.9820723736286163,0.021396532952785492
92,0.9913905814290047,0.012164893473964185,0.9778000669819968,0.02545835196439709
93,0.9928013080358505,0.01055733860237524,0.9810582486220768,0.022291648143104144
94,0.9926515674591064,0.010590330970007927,0.9781140635694776,0.024968174687985862
95,0.9927757158875465,0.010371031539980322,0.9773741318498339,0.02577002913291965
96,0.9923574578762054,0.010934133159462362,0.9802308642864227,0.02284858427941799
97,0.9925947311520577,0.010536846960894764,0.9774391983236586,0.026104954704642296
98,0.992308939397335,0.011005398784764111,0.980918026651655,0.022191906555422716
99,0.9923450258374215,0.010699152387678624,0.9797720885276795,0.023177349575396095
100,0.9924087676405907,0.010579835630487651,0.9786066327776227,0.024508119504898788
101,0.991582670211792,0.011698237359523774,0.9668315822737558,0.036838914110724416
102,0.9917982646822929,0.011507754202466459,0.9744998860359192,0.028720263468899897
103,0.992716546356678,0.010282482367474586,0.9730121501854487,0.029900024559881007
104,0.9928074777126312,0.01013669996522367,0.9756075876099722,0.02758651271994625
105,0.991794908940792,0.011361954279709607,0.9730770429543086,0.029910274613648653
106,0.9926341331005096,0.0103026506700553,0.9805133182661874,0.0223123359094773
107,0.9917969372868538,0.011020096195861697,0.9777966979571752,0.02482882990634867
108,0.9932069972157478,0.009313308782875538,0.9789385478837149,0.023502596627388683
109,0.9939034923911094,0.008501572851091623,0.9833386674949101,0.019040891750316535
110,0.9938336881995201,0.00850853038020432,0.9856798665864127,0.016628362077421376
111,0.9935341170430183,0.008745460100471973,0.9834672161511012,0.01877989667600819
112,0.9938022041320801,0.008431632157880812,0.9841687841074808,0.018050712070294787
113,0.9937063753604889,0.008499872263055295,0.9835562140601022,0.018616030820246255
114,0.9941764917969703,0.007978177957702427,0.9832786091736385,0.018842518098120178
115,0.9935022765398025,0.008611092187929898,0.9817962372303009,0.0203224175516516
116,0.9934946578741074,0.008619716372340918,0.9834026726654598,0.018691676196509174
117,0.9932732045650482,0.008795813615433872,0.9829435466017042,0.019114779007754157
118,0.9937572062015534,0.00828463634941727,0.9838023739201682,0.018240704916949783
119,0.9930928120017052,0.008927692726720124,0.9800693714618682,0.02194130630897624
120,0.993988835811615,0.00801350804278627,0.9817376336029597,0.020243996061118586
121,0.9937319669127465,0.008236233256757259,0.9828023413249425,0.019171738306592617
122,0.9938794124126434,0.008090671936515718,0.9788736425127302,0.023120621309748717
123,0.9938216060400009,0.008156894089188427,0.9837853254590716,0.018183284822319234
124,0.9929330480098725,0.009028261099010705,0.9843672493525913,0.017577644104936292
125,0.9938847056031227,0.00804157265694812,0.9840760006223406,0.017833538728633098
126,0.9936576202511788,0.008255464581307024,0.9826693664278303,0.019246642628152455
127,0.9933259773254395,0.008579434554558247,0.9844634629998888,0.017429938925696272
128,0.9939446780085563,0.007933599420357495,0.9841805645397731,0.017691541532320637
129,0.9936338281631469,0.008249869251158089,0.9800372314453125,0.0218280755089862
130,0.9939945042133331,0.007869055108167232,0.9839658749103546,0.017884818711983306
131,0.9936354357004166,0.008227412214037031,0.9838843466554369,0.017952834399683135
132,0.9945537209510803,0.007276150789111853,0.9836300243650163,0.018195380310394933
133,0.9942401251196862,0.0075788643374107775,0.984034719467163,0.01777935737743974
134,0.9933917674422265,0.008414493619929998,0.9830964565277099,0.01870456861598151
135,0.9942884197831154,0.007507959124632179,0.9847618351663862,0.017030576522062933
136,0.9937961950898171,0.007992042805999517,0.9843145699160439,0.01747185975712325
137,0.9939584758877754,0.007824086053296923,0.9821813106536865,0.019598429860281093
138,0.9940734884142876,0.007700356191489846,0.9829616756098611,0.018807948480493258
139,0.9937494423985481,0.008017469092737883,0.9842377993038722,0.01752637646560158
140,0.9934198212623596,0.008342147800140082,0.9828712596212115,0.018889550299250654
141,0.9937075740098953,0.008047346156090499,0.9830200822012765,0.018732792503599608
142,0.9936989441514015,0.008050385224632918,0.9833494312422616,0.018395689624760833
143,0.9939573952555656,0.007786287462804467,0.9820463621616363,0.019699666776827402
144,0.9944481354951858,0.007292322381399572,0.9838162355763571,0.017920996763610413
145,0.9939576184749603,0.007775850386824459,0.9817205609594073,0.0200137579188283
146,0.993253121972084,0.008475167157594115,0.9824556669167109,0.01926975806243718
147,0.9937733820080757,0.007951060908380896,0.9825072848796844,0.01921774037049285
148,0.9931856852769851,0.008536778117995709,0.9814928887571608,0.02022908196784556
149,0.9941298699378968,0.00758814912987873,0.983803699016571,0.01791298346593976
150,0.994717509150505,0.006995697766542435,0.981680075441088,0.020031838685806307
151,0.9940776917338371,0.007629862858448177,0.982835967540741,0.01887240806461445
152,0.9938909903168678,0.007812817480880767,0.9837529339109148,0.01794735326697784
153,0.9939122179150581,0.007787549102213234,0.9831056959288461,0.01859398120482053
154,0.9947629565000534,0.006935991174541414,0.9828906747273036,0.018807823828288488
155,0.994100675880909,0.0075965392193757,0.9830380574294499,0.01865853823854455
156,0.9943428906798363,0.007353335977531969,0.9838553920813969,0.01784093923733703
157,0.9941584408283234,0.007536546792834997,0.9828955478327615,0.018798127020043985
158,0.9935125577449798,0.00818085539387539,0.9828308171885354,0.01886330047356231
159,0.9942940121889114,0.007398871982004494,0.9833590243543897,0.01833279485282089
160,0.9941035798192024,0.007587880629580468,0.9828551835673196,0.018836628307721443
161,0.993791184425354,0.007898982590995729,0.9836312224183764,0.018058344990547214
162,0.9936065372824668,0.008082035274710506,0.9831104699202946,0.018577358826462713
163,0.9940247189998627,0.007662176718004048,0.9827223861217499,0.018964754013078552
164,0.9936394253373146,0.008047031885944307,0.982731261253357,0.018954964825617416
165,0.9939639919996262,0.0077214484824799,0.981412010192871,0.02027358244572367
166,0.9941251647472381,0.007559178166557104,0.9829000243118831,0.01878370535160814
167,0.9943773594498634,0.007305132290348411,0.9826346627303533,0.019047928037387984
168,0.9938163521885872,0.007865248890593647,0.9838984491143907,0.017782362261787057
169,0.9934304130077362,0.008250120021402836,0.9822745026860918,0.019405844693205186
170,0.9938369932770729,0.007842231295071542,0.9829551797253745,0.018723907553191695
171,0.993698559999466,0.007978739021345972,0.9823092920439583,0.01936807729569929
172,0.9935586726665497,0.008118237890303135,0.9829250463417598,0.018751607119504896
173,0.9938958433270454,0.007780294434633106,0.983133966411863,0.018541983355368885
174,0.9942664614319802,0.0074092978844419125,0.9836326016698564,0.018042689258498806
175,0.993902713060379,0.007772399857640266,0.9837977039813995,0.01787751347890922
176,0.9936752313375473,0.007999841342680156,0.982513974394117,0.01916101955675653
177,0.993817329108715,0.007857303088530897,0.9830351519584656,0.018639649362968545
178,0.9938811501860618,0.007793283041100949,0.9823303631373814,0.019344177331243242
179,0.9944649770855903,0.007209528195671737,0.9836114564963749,0.018063066227893745
180,0.9940817645192146,0.007592383178416639,0.9826614369664873,0.019012699306809478
181,0.9943384101986885,0.007335525951348245,0.9824056591306414,0.019268165909286056
182,0.9936708414554596,0.008002595754805952,0.9825504517555237,0.019123039626117264
183,0.9941132739186287,0.007559851496480406,0.9836336651870182,0.018039393573999404
184,0.9938181662559509,0.007854541910346598,0.9830046112196786,0.01866822670080832
185,0.9943404066562652,0.007332277635578066,0.9840186727046967,0.017654136741267784
186,0.9933611729741096,0.0083112745732069,0.9824249025753566,0.01924762095191649
187,0.99393877774477,0.007733533713035285,0.9825722924300603,0.0191000816651753
188,0.9943706449866295,0.007301441740710288,0.9835138208525521,0.018157982353919317
189,0.9943200308084488,0.00735160673270002,0.9829575669765472,0.018714226188936405
190,0.993846688568592,0.007824910259805619,0.9830888496126448,0.018582788544840047
191,0.9945249396562577,0.0071463836054317656,0.9836147396905082,0.018056491992569396
192,0.9938986188173294,0.007772577449213713,0.9824375503403799,0.019233867575281432
193,0.9941092491149902,0.007561909880023449,0.983085412638528,0.01858572543199573
194,0.9942980110645294,0.007372907546814531,0.9832425262246813,0.01842849946181689
195,0.9944434249401093,0.007227589692920446,0.9832578752722059,0.01841311350730913
196,0.9935607126355172,0.008110210737213493,0.9827733138629369,0.018897524711542896
197,0.9938869604468346,0.00778382716467604,0.9829751370634352,0.018695669255352446
198,0.9950892999768257,0.006581463618203998,0.9837089232036046,0.01796184298981513
199,0.9945275494456292,0.007143161119893193,0.9835265925952367,0.018144131763173
200,0.9937223774194718,0.007948361611925065,0.9832496341637202,0.018421119897227202
201,0.9941810515522956,0.007489653278607875,0.9831385523932321,0.018532150389094438
202,0.9944326597452163,0.007237976787146181,0.9833424816812788,0.018328097813895772
203,0.9941004705429077,0.00757003380684182,0.9840391392367227,0.01763134142516979
204,0.9942641335725785,0.007406380544416606,0.9839859466893333,0.017684603721967767
205,0.9937381610274315,0.007932387311011552,0.982781502178737,0.018889079334746515
206,0.9943396711349487,0.00733090014429763,0.9829009917804173,0.018769576717168092
207,0.9938247475028038,0.007845743771176784,0.9826361087390355,0.019034388093277812
208,0.9932746189832687,0.008395782706793397,0.9824060961178371,0.019264299047312566
